device_id,current_protocol,payload_size,latency,jitter,throughput,packet_loss
actuator-287,CoAP,157.301,7.235,7.121,6.493,2.6503
camera-288,MQTT,913.129,58.299,3.432,102.944,0.8346
camera-288,MQTT,1374.812,46.481,0.1,56.929,0.9566
camera-288,MQTT,1705.914,94.716,4.482,125.893,0.6639
camera-288,MQTT,1345.429,38.786,3.76,73.089,0.0
camera-288,MQTT,1718.161,66.154,2.93,167.306,1.5018
camera-288,MQTT,2450.207,61.379,6.165,100.507,0.8118
camera-288,MQTT,1063.692,73.369,7.902,180.015,1.4098
gateway-289,CoAP,921.599,36.17,4.097,44.194,1.8643
gateway-289,CoAP,712.133,36.452,9.568,47.454,0.2294
gateway-289,CoAP,373.811,28.312,7.481,96.63,1.4042
gateway-289,CoAP,916.448,53.661,11.121,122.269,1.5425
gateway-289,CoAP,986.628,32.05,13.171,51.86,1.881
gateway-289,CoAP,8.0,13.673,11.117,49.104,0.3902
gateway-289,CoAP,720.731,52.736,12.956,80.351,2.3249
gateway-289,CoAP,1362.309,31.745,4.419,72.299,1.754
gateway-289,CoAP,542.163,40.435,12.355,155.833,0.8934
gateway-289,CoAP,459.557,50.012,9.726,83.35,1.7678
smart_meter-290,LoRaWAN,29.47,199.073,0.1,0.711,3.3292
smart_meter-290,LoRaWAN,28.01,158.407,2.435,0.192,3.1909
smart_meter-290,LoRaWAN,19.023,184.621,4.122,0.102,2.2788
smart_meter-290,LoRaWAN,27.456,188.015,3.745,0.583,3.4202
smart_meter-290,LoRaWAN,40.001,210.62,1.359,0.125,4.2949
smart_meter-290,LoRaWAN,20.687,167.699,1.073,0.706,1.0844
smart_meter-290,LoRaWAN,22.068,191.019,2.734,0.996,0.0
env_sensor-291,LoRaWAN,76.087,17.868,1.21,0.05,0.5281
env_sensor-291,LoRaWAN,50.315,30.722,5.236,4.109,0.0
env_sensor-291,LoRaWAN,82.513,50.039,3.702,5.247,0.5117
env_sensor-291,LoRaWAN,62.084,47.276,5.387,9.477,0.1579
env_sensor-291,LoRaWAN,115.919,19.316,0.1,3.88,1.1384
env_sensor-291,LoRaWAN,83.745,46.456,2.539,4.888,1.9417
env_sensor-291,LoRaWAN,118.349,37.91,1.291,4.921,1.4667
env_sensor-291,LoRaWAN,92.603,12.414,3.422,3.154,2.9073
env_sensor-291,LoRaWAN,74.726,32.708,5.187,3.464,0.3648
env_sensor-291,LoRaWAN,84.041,30.984,2.094,7.399,2.2522
actuator-292,LoRaWAN,82.969,32.067,6.955,9.193,1.4253
actuator-292,LoRaWAN,132.507,18.387,7.713,8.271,2.3485
actuator-292,LoRaWAN,186.798,5.097,9.798,10.381,0.0
actuator-292,LoRaWAN,93.181,23.555,6.002,8.111,0.3468
actuator-292,LoRaWAN,117.211,30.138,8.163,3.352,0.8057
actuator-292,LoRaWAN,96.347,9.824,6.549,7.731,0.1061
actuator-292,LoRaWAN,87.206,18.217,1.533,8.118,1.2429
actuator-292,LoRaWAN,194.477,34.519,7.624,4.039,0.0
actuator-292,LoRaWAN,133.075,2.573,10.915,5.338,0.8725
camera-293,HTTPS,1719.935,71.657,1.62,114.425,1.1369
camera-293,HTTPS,2153.463,65.535,7.058,158.741,0.6379
camera-293,HTTPS,1892.18,120.751,1.606,150.578,0.4218
camera-293,HTTPS,1617.674,38.375,3.373,64.499,0.9181
camera-293,HTTPS,2010.097,90.568,1.142,98.425,0.0
gateway-294,HTTPS,485.303,43.246,7.179,52.999,1.3656
gateway-294,HTTPS,72.93,26.674,6.268,66.801,0.0
gateway-294,HTTPS,1358.119,34.801,0.1,43.806,1.7219
gateway-294,HTTPS,2246.01,16.644,7.114,52.412,0.461
gateway-294,HTTPS,211.405,24.732,9.312,72.633,0.6314
gateway-294,HTTPS,1901.968,51.88,7.149,111.376,0.7719
gateway-294,HTTPS,721.81,54.574,14.648,0.05,0.0
gateway-294,HTTPS,787.176,34.321,10.057,27.193,0.5399
gateway-294,HTTPS,1986.233,65.617,2.807,76.212,0.9048
gateway-294,HTTPS,1059.125,19.094,5.689,50.877,2.532
gateway-294,HTTPS,1233.765,4.72,7.948,84.847,0.0
smart_meter-295,MQTT,22.878,263.266,3.929,0.329,1.7149
smart_meter-295,MQTT,37.125,153.514,4.753,0.801,3.2664
smart_meter-295,MQTT,19.162,161.606,4.22,0.537,4.3264
smart_meter-295,MQTT,30.506,146.286,2.101,0.05,2.4436
smart_meter-295,MQTT,28.791,244.268,0.567,0.563,2.235
smart_meter-295,MQTT,50.713,167.167,4.804,0.794,3.6997
smart_meter-295,MQTT,23.062,131.21,2.591,0.257,5.245
smart_meter-295,MQTT,24.274,196.281,2.107,0.118,0.5767
smart_meter-295,MQTT,24.365,309.307,5.331,0.689,0.2987
env_sensor-296,CoAP,51.336,17.48,3.851,0.05,0.4096
env_sensor-296,CoAP,69.136,21.157,3.535,6.881,0.5579
env_sensor-296,CoAP,75.066,5.937,3.769,8.749,1.1727
env_sensor-296,CoAP,112.306,12.167,6.369,4.197,1.3288
env_sensor-296,CoAP,92.67,30.81,1.318,2.62,1.5145
actuator-297,MQTT,103.762,14.422,8.698,4.742,0.6693
actuator-297,MQTT,118.482,33.442,3.789,6.653,0.9659
actuator-297,MQTT,154.708,8.436,7.265,12.017,1.2262
actuator-297,MQTT,108.153,12.209,8.361,10.387,0.0
camera-298,HTTPS,2487.883,57.949,5.273,128.858,1.2937
camera-298,HTTPS,2419.637,40.312,3.334,243.105,0.8275
camera-298,HTTPS,1479.846,75.689,6.923,49.402,0.9845
camera-298,HTTPS,1447.1,29.351,9.018,128.732,1.1129
camera-298,HTTPS,1652.299,63.602,3.172,183.35,0.6074
camera-298,HTTPS,1776.28,77.117,2.299,109.16,0.0
camera-298,HTTPS,1133.397,21.403,4.674,306.222,1.4047
gateway-299,LoRaWAN,901.55,37.044,4.607,48.957,1.5455
gateway-299,LoRaWAN,1450.705,47.286,10.481,28.781,1.545
gateway-299,LoRaWAN,801.12,25.318,9.543,64.457,0.8703
gateway-299,LoRaWAN,1720.204,42.482,5.414,83.929,2.322
gateway-299,LoRaWAN,2003.504,32.355,9.904,103.451,0.438
gateway-299,LoRaWAN,1299.199,22.556,3.604,66.898,0.0
smart_meter-300,HTTPS,19.062,244.891,2.178,0.339,6.7051
smart_meter-300,HTTPS,28.806,235.196,1.224,0.36,0.4811
smart_meter-300,HTTPS,20.381,168.59,0.107,0.507,5.9058
smart_meter-300,HTTPS,35.149,161.09,0.1,0.301,0.1308
smart_meter-300,HTTPS,34.305,188.507,2.176,0.424,1.3869
smart_meter-300,HTTPS,35.106,250.918,0.439,0.815,3.3873
env_sensor-301,MQTT,63.431,15.873,4.172,6.955,2.2499
env_sensor-301,MQTT,62.798,34.148,0.1,7.241,1.9401
env_sensor-301,MQTT,65.864,25.034,2.308,11.793,0.697
env_sensor-301,MQTT,78.802,30.113,4.18,2.298,1.1493
actuator-302,CoAP,128.176,33.521,2.305,7.294,0.0
actuator-302,CoAP,142.552,20.405,4.246,5.019,1.6638
actuator-302,CoAP,110.281,18.017,5.712,7.588,0.3834
actuator-302,CoAP,111.999,20.235,7.874,6.158,0.3065
camera-303,HTTPS,1638.297,12.682,6.564,221.609,0.2731
camera-303,HTTPS,869.74,31.871,6.906,106.808,1.9227
camera-303,HTTPS,1880.586,35.382,8.066,113.836,0.0
camera-303,HTTPS,1366.821,51.054,0.1,143.375,0.0
camera-303,HTTPS,709.796,53.365,5.022,173.568,1.0728
camera-303,HTTPS,2212.038,42.153,1.687,168.23,1.1847
gateway-304,MQTT,8.0,30.175,11.381,99.652,0.7927
gateway-304,MQTT,1071.839,23.767,5.368,45.631,1.8485
gateway-304,MQTT,1073.833,52.562,2.116,0.05,0.0898
gateway-304,MQTT,1548.025,42.068,8.425,81.906,1.9261
gateway-304,MQTT,1444.033,28.841,7.888,64.36,0.008
gateway-304,MQTT,385.569,74.073,6.534,122.026,1.5182
gateway-304,MQTT,1380.3,17.151,8.243,59.841,0.5829
smart_meter-305,HTTPS,35.373,270.583,0.1,0.05,4.3963
smart_meter-305,HTTPS,8.0,204.949,1.122,0.05,2.4524
smart_meter-305,HTTPS,36.199,173.792,5.541,0.332,3.7573
smart_meter-305,HTTPS,22.885,157.324,0.955,0.177,4.5745
smart_meter-305,HTTPS,35.77,223.399,3.282,0.994,0.0
smart_meter-305,HTTPS,39.457,236.798,3.427,0.05,3.368
env_sensor-306,CoAP,51.824,26.937,5.756,0.05,0.2482
env_sensor-306,CoAP,49.711,25.412,3.583,4.504,1.38
env_sensor-306,CoAP,150.876,20.976,1.157,8.964,0.2555
env_sensor-306,CoAP,66.695,13.491,6.401,6.159,3.4892
env_sensor-306,CoAP,53.474,39.985,1.98,2.842,2.3689
env_sensor-306,CoAP,52.387,28.989,4.196,0.05,1.9518
actuator-307,MQTT,105.888,7.444,5.209,7.478,2.1884
actuator-307,MQTT,120.178,18.746,14.517,8.189,1.0217
actuator-307,MQTT,91.167,13.362,3.751,9.108,0.8668
actuator-307,MQTT,145.824,17.594,10.903,6.056,0.0
actuator-307,MQTT,114.545,35.246,6.806,8.736,0.0
actuator-307,MQTT,132.136,4.902,13.518,8.832,0.7654
actuator-307,MQTT,138.377,17.729,6.02,6.254,0.2031
actuator-307,MQTT,91.754,28.012,0.252,1.919,0.2954
actuator-307,MQTT,124.914,24.646,8.504,10.336,1.3995
actuator-307,MQTT,143.202,27.674,5.118,7.049,0.9055
actuator-307,MQTT,106.25,22.568,12.415,9.734,0.3475
camera-308,LoRaWAN,841.753,75.625,9.189,110.825,0.0
camera-308,LoRaWAN,551.411,63.105,0.1,46.298,0.8487
camera-308,LoRaWAN,1042.646,63.229,6.255,107.099,0.2452
camera-308,LoRaWAN,2325.944,20.36,0.1,78.229,0.0
camera-308,LoRaWAN,1547.882,58.887,6.663,121.346,0.5511
camera-308,LoRaWAN,1130.506,41.436,4.765,59.839,0.8116
camera-308,LoRaWAN,1945.67,68.216,5.717,94.55,0.0
gateway-309,HTTPS,662.73,49.493,8.907,57.804,1.6455
gateway-309,HTTPS,1493.908,104.942,6.252,27.677,0.837
gateway-309,HTTPS,8.0,43.275,9.929,0.05,1.2493
gateway-309,HTTPS,1083.935,54.716,15.146,44.18,1.1217
gateway-309,HTTPS,729.215,35.26,4.431,26.23,0.1153
gateway-309,HTTPS,1303.905,40.226,8.025,68.191,1.8449
gateway-309,HTTPS,698.445,34.052,6.669,38.322,0.1493
gateway-309,HTTPS,1466.687,80.854,5.001,52.553,0.4697
gateway-309,HTTPS,655.501,57.37,9.954,87.782,0.9772
smart_meter-310,LoRaWAN,30.733,202.546,3.135,0.748,4.3747
smart_meter-310,LoRaWAN,25.142,171.543,2.865,0.463,1.7074
smart_meter-310,LoRaWAN,26.486,139.319,1.909,0.059,2.2652
smart_meter-310,LoRaWAN,27.822,103.181,2.034,0.161,3.8541
smart_meter-310,LoRaWAN,8.0,230.507,4.597,0.449,2.718
env_sensor-311,MQTT,98.234,25.031,3.633,0.05,0.6794
env_sensor-311,MQTT,99.202,14.501,3.099,2.881,0.0
env_sensor-311,MQTT,94.847,12.635,1.29,4.089,0.6
env_sensor-311,MQTT,77.18,17.397,4.015,5.026,2.3652
env_sensor-311,MQTT,79.134,27.25,2.109,0.05,0.3283
env_sensor-311,MQTT,86.152,23.328,4.256,5.813,1.0677
env_sensor-311,MQTT,73.456,17.22,4.358,6.529,0.2579
env_sensor-311,MQTT,62.859,1.0,1.488,1.716,0.1946
actuator-312,MQTT,117.76,8.622,5.327,11.098,0.1762
actuator-312,MQTT,136.59,20.484,4.825,9.152,1.5536
actuator-312,MQTT,109.749,18.944,5.705,7.07,0.9985
actuator-312,MQTT,148.439,22.966,6.989,7.726,1.8822
actuator-312,MQTT,101.136,18.19,8.319,5.312,1.7391
actuator-312,MQTT,129.761,18.032,3.597,6.322,1.0504
actuator-312,MQTT,96.455,16.922,9.229,13.936,0.2885
camera-313,LoRaWAN,1509.536,27.993,4.628,160.714,1.1203
camera-313,LoRaWAN,2472.326,76.646,0.1,45.775,0.921
camera-313,LoRaWAN,2465.761,95.07,2.171,157.771,0.6942
camera-313,LoRaWAN,1933.989,61.407,1.563,41.588,0.1649
camera-313,LoRaWAN,1790.812,43.225,1.194,159.785,1.1103
camera-313,LoRaWAN,1503.336,105.536,0.165,12.794,1.1943
camera-313,LoRaWAN,1488.021,108.297,2.665,100.286,1.3937
camera-313,LoRaWAN,1341.18,22.71,2.714,95.799,0.1422
camera-313,LoRaWAN,179.125,32.258,3.988,149.71,0.3472
camera-313,LoRaWAN,1830.662,29.7,0.1,127.548,1.3569
gateway-314,HTTPS,994.769,59.311,4.555,22.905,1.7384
gateway-314,HTTPS,354.756,44.521,9.616,80.784,0.5562
gateway-314,HTTPS,1309.862,34.865,4.469,80.775,2.5474
gateway-314,HTTPS,646.905,61.194,12.721,76.743,1.434
smart_meter-315,LoRaWAN,32.794,181.909,2.186,0.267,5.5536
smart_meter-315,LoRaWAN,15.167,163.917,0.642,0.527,3.6002
smart_meter-315,LoRaWAN,19.016,103.188,3.062,0.05,7.1259
smart_meter-315,LoRaWAN,30.668,87.805,0.1,0.735,1.1155
smart_meter-315,LoRaWAN,23.928,204.682,0.1,0.323,4.0687
env_sensor-316,MQTT,66.218,24.718,3.549,1.583,1.6148
env_sensor-316,MQTT,55.4,15.587,1.661,2.295,1.0466
env_sensor-316,MQTT,68.355,30.2,2.855,5.722,2.0749
env_sensor-316,MQTT,89.237,10.035,2.226,2.987,0.0
actuator-317,MQTT,103.015,41.533,9.034,5.101,0.8825
actuator-317,MQTT,84.18,26.869,3.919,6.334,0.7392
actuator-317,MQTT,127.017,11.97,5.034,5.7,0.9651
actuator-317,MQTT,87.761,21.297,4.379,11.304,1.1754
actuator-317,MQTT,63.223,9.417,5.994,5.316,1.4624
actuator-317,MQTT,123.654,31.902,0.1,8.403,2.0766
camera-318,HTTPS,2965.093,33.095,1.469,165.156,0.4142
camera-318,HTTPS,1321.657,43.142,5.002,175.575,0.8144
camera-318,HTTPS,1621.986,89.029,6.094,49.989,0.3653
camera-318,HTTPS,510.86,10.498,1.229,0.05,0.0
camera-318,HTTPS,1907.047,64.591,0.1,202.83,0.0893
camera-318,HTTPS,2504.52,94.87,0.1,143.327,0.203
camera-318,HTTPS,2646.571,23.417,5.177,71.232,0.3351
camera-318,HTTPS,754.132,61.937,6.114,176.268,1.4238
gateway-319,LoRaWAN,1652.975,84.086,20.384,35.31,1.5177
gateway-319,LoRaWAN,1909.535,1.0,7.397,38.404,0.0
gateway-319,LoRaWAN,1082.43,49.911,5.867,0.05,0.418
gateway-319,LoRaWAN,817.644,68.916,16.1,45.49,1.4841
smart_meter-320,LoRaWAN,39.744,194.047,1.426,0.704,3.1359
smart_meter-320,LoRaWAN,23.709,180.63,1.612,0.348,3.745
smart_meter-320,LoRaWAN,40.416,168.328,1.316,0.537,0.0
smart_meter-320,LoRaWAN,18.885,189.207,3.53,0.158,3.693
smart_meter-320,LoRaWAN,23.469,183.388,2.702,0.853,1.9266
env_sensor-321,MQTT,67.864,13.362,1.073,0.05,2.5873
env_sensor-321,MQTT,104.851,29.103,4.716,4.618,1.1162
env_sensor-321,MQTT,31.0,40.607,0.1,8.29,1.07
env_sensor-321,MQTT,65.81,17.826,4.822,3.003,0.5854
env_sensor-321,MQTT,74.74,31.446,1.344,2.667,1.8889
env_sensor-321,MQTT,86.486,32.006,0.1,4.513,1.6663
env_sensor-321,MQTT,64.061,28.597,2.496,5.555,1.5551
env_sensor-321,MQTT,106.695,14.384,3.232,6.955,1.1166
env_sensor-321,MQTT,26.722,15.555,0.1,1.92,2.037
env_sensor-321,MQTT,52.284,18.114,2.422,3.768,1.0074
actuator-322,HTTPS,145.472,22.737,12.242,5.461,1.1105
actuator-322,HTTPS,85.676,1.112,4.722,11.548,0.9946
actuator-322,HTTPS,82.551,20.124,8.301,4.305,2.6198
actuator-322,HTTPS,143.356,9.373,0.746,0.05,0.2442
actuator-322,HTTPS,52.877,16.859,1.033,5.03,0.5427
actuator-322,HTTPS,140.572,25.233,4.884,6.525,0.4078
actuator-322,HTTPS,98.328,17.702,5.594,3.857,0.0
actuator-322,HTTPS,96.475,1.0,7.344,4.868,1.2728
actuator-322,HTTPS,94.538,23.132,9.455,9.718,0.2235
camera-323,HTTPS,2100.839,56.245,1.785,146.249,0.8678
camera-323,HTTPS,1811.059,45.988,5.624,182.671,0.6684
camera-323,HTTPS,2584.884,91.677,5.306,83.246,0.0
camera-323,HTTPS,1410.18,71.191,0.1,155.866,1.2559
camera-323,HTTPS,500.77,82.072,7.023,0.05,0.0
camera-323,HTTPS,1404.798,9.271,4.745,81.407,0.6115
camera-323,HTTPS,2341.584,85.78,3.946,76.136,0.6668
camera-323,HTTPS,2478.058,76.992,0.1,32.632,1.3486
camera-323,HTTPS,1309.369,41.193,5.904,151.012,0.887
camera-323,HTTPS,2361.658,64.576,0.1,198.864,1.1585
camera-323,HTTPS,1869.243,68.901,0.113,119.769,0.5102
gateway-324,MQTT,715.009,64.747,12.31,69.73,1.0852
gateway-324,MQTT,957.7,37.611,15.705,83.302,0.8988
gateway-324,MQTT,1362.996,75.885,12.284,20.032,1.9488
gateway-324,MQTT,1143.514,64.706,6.507,131.157,0.0
gateway-324,MQTT,466.931,34.942,16.476,84.821,2.2845
gateway-324,MQTT,965.517,74.117,12.772,51.188,1.0911
smart_meter-325,LoRaWAN,20.786,243.438,1.227,0.621,3.8923
smart_meter-325,LoRaWAN,17.472,110.775,0.1,0.508,2.5235
smart_meter-325,LoRaWAN,39.737,235.707,2.679,0.702,8.2429
smart_meter-325,LoRaWAN,27.844,203.096,0.1,0.192,0.0
smart_meter-325,LoRaWAN,18.492,120.705,1.143,0.38,1.5773
smart_meter-325,LoRaWAN,26.364,154.898,2.769,0.269,4.8383
smart_meter-325,LoRaWAN,39.775,121.137,2.335,0.151,0.0
smart_meter-325,LoRaWAN,32.531,145.901,0.922,0.668,0.7039
smart_meter-325,LoRaWAN,24.513,199.46,0.172,0.103,0.1416
env_sensor-326,MQTT,73.274,40.056,2.73,1.727,0.0
env_sensor-326,MQTT,72.973,17.899,1.534,7.471,0.4049
env_sensor-326,MQTT,70.072,26.588,1.688,0.118,0.0
env_sensor-326,MQTT,70.16,25.727,3.957,6.903,0.2387
env_sensor-326,MQTT,98.118,38.836,7.167,5.631,2.6427
env_sensor-326,MQTT,41.746,8.035,3.166,4.747,1.1561
env_sensor-326,MQTT,83.311,28.56,1.674,4.004,0.2531
env_sensor-326,MQTT,128.006,25.352,1.18,4.619,2.0695
actuator-327,MQTT,114.537,25.426,2.024,7.902,2.2497
actuator-327,MQTT,117.689,13.097,9.278,12.299,1.0444
actuator-327,MQTT,115.924,10.839,6.245,3.235,1.592
actuator-327,MQTT,112.82,14.286,6.21,6.389,0.2058
actuator-327,MQTT,86.922,22.968,0.154,11.094,0.1953
actuator-327,MQTT,144.442,21.896,8.053,1.26,0.0
actuator-327,MQTT,83.458,18.792,4.166,8.901,0.2841
actuator-327,MQTT,136.809,24.739,7.192,4.241,1.4381
camera-328,MQTT,840.074,54.847,7.578,78.463,0.4776
camera-328,MQTT,1936.344,81.364,3.315,227.375,0.5828
camera-328,MQTT,1474.247,90.249,10.456,0.05,1.0809
camera-328,MQTT,1931.898,70.729,5.219,50.897,0.2824
gateway-329,MQTT,1289.311,89.479,2.928,23.229,1.2785
gateway-329,MQTT,850.283,42.01,9.921,22.651,0.9238
gateway-329,MQTT,1933.814,40.268,11.682,38.616,1.061
gateway-329,MQTT,1881.511,34.828,8.987,32.185,0.0
smart_meter-330,MQTT,32.091,174.338,0.703,0.05,8.5819
smart_meter-330,MQTT,21.675,167.885,0.709,0.116,0.0
smart_meter-330,MQTT,25.957,299.315,4.351,0.598,6.5443
smart_meter-330,MQTT,25.004,127.354,2.739,0.392,5.6311
env_sensor-331,MQTT,59.632,15.69,4.223,2.175,1.8876
env_sensor-331,MQTT,71.218,15.504,0.74,3.112,0.0
env_sensor-331,MQTT,120.703,28.692,3.07,0.518,1.0674
env_sensor-331,MQTT,52.156,14.347,7.317,0.05,1.3667
env_sensor-331,MQTT,50.678,32.864,2.902,1.821,1.0906
env_sensor-331,MQTT,99.043,22.022,4.588,5.158,1.9564
env_sensor-331,MQTT,57.964,19.813,3.262,8.807,2.4785
env_sensor-331,MQTT,24.013,22.07,5.125,0.05,1.4551
actuator-332,LoRaWAN,92.518,10.151,5.814,15.595,0.3011
actuator-332,LoRaWAN,103.287,7.431,4.334,9.473,0.1337
actuator-332,LoRaWAN,119.261,22.326,5.75,9.607,1.9838
actuator-332,LoRaWAN,99.642,12.673,3.427,8.814,0.8341
actuator-332,LoRaWAN,116.758,11.377,3.545,10.717,1.9608
actuator-332,LoRaWAN,69.672,14.783,5.988,14.63,0.8196
actuator-332,LoRaWAN,107.303,13.001,7.527,7.828,0.0
actuator-332,LoRaWAN,153.568,26.497,0.1,9.159,0.5477
actuator-332,LoRaWAN,107.597,9.801,3.224,4.555,0.0
camera-333,HTTPS,2977.222,78.294,1.737,203.011,1.8723
camera-333,HTTPS,1523.272,1.0,6.961,99.933,0.2729
camera-333,HTTPS,2223.248,45.122,6.097,117.951,0.2202
camera-333,HTTPS,3793.913,75.272,2.62,35.063,0.1756
camera-333,HTTPS,1011.417,97.508,0.1,128.723,1.2128
camera-333,HTTPS,1890.881,74.171,0.37,154.605,0.6462
camera-333,HTTPS,1057.104,90.387,6.955,152.838,0.4526
camera-333,HTTPS,1055.883,89.84,5.524,80.743,0.5879
camera-333,HTTPS,1144.859,73.263,6.525,161.468,0.1078
camera-333,HTTPS,1141.754,60.288,7.884,97.807,1.5961
camera-333,HTTPS,2329.973,80.106,5.385,61.3,0.6329
gateway-334,LoRaWAN,802.342,23.291,8.572,36.894,1.9271
gateway-334,LoRaWAN,480.145,85.786,13.315,28.29,0.6837
gateway-334,LoRaWAN,314.735,29.287,11.435,20.527,0.0304
gateway-334,LoRaWAN,851.299,58.015,3.527,52.548,0.7997
gateway-334,LoRaWAN,606.269,67.607,9.352,0.05,0.0
gateway-334,LoRaWAN,941.515,72.745,9.49,0.05,1.0779
gateway-334,LoRaWAN,859.793,61.141,8.414,96.359,1.606
gateway-334,LoRaWAN,1029.976,34.017,4.981,0.05,0.5385
gateway-334,LoRaWAN,929.303,39.801,10.8,111.918,1.4344
smart_meter-335,LoRaWAN,35.561,177.898,3.107,0.05,2.9856
smart_meter-335,LoRaWAN,21.54,158.832,0.852,0.137,3.5589
smart_meter-335,LoRaWAN,23.89,122.558,1.244,0.68,1.9909
smart_meter-335,LoRaWAN,28.613,184.19,2.781,0.347,3.9712
smart_meter-335,LoRaWAN,21.567,201.145,1.176,0.735,2.4796
smart_meter-335,LoRaWAN,32.803,346.254,4.244,0.396,0.227
smart_meter-335,LoRaWAN,22.36,181.225,3.329,0.278,5.5141
smart_meter-335,LoRaWAN,22.54,174.025,1.078,0.722,4.7739
smart_meter-335,LoRaWAN,31.596,217.784,0.1,0.157,3.2906
env_sensor-336,HTTPS,99.822,11.432,2.27,2.514,0.0
env_sensor-336,HTTPS,74.613,42.841,4.822,8.467,2.2565
env_sensor-336,HTTPS,43.653,27.478,2.677,5.16,1.3098
env_sensor-336,HTTPS,32.034,30.292,5.21,1.419,1.7608
env_sensor-336,HTTPS,50.225,22.654,3.129,0.766,1.1594
env_sensor-336,HTTPS,121.611,31.895,3.247,5.456,0.5245
env_sensor-336,HTTPS,108.142,13.182,2.0,7.523,0.4019
env_sensor-336,HTTPS,91.444,25.797,2.257,0.05,1.0623
env_sensor-336,HTTPS,60.869,21.594,4.847,2.147,1.686
actuator-337,HTTPS,125.068,8.132,1.883,17.916,1.4959
actuator-337,HTTPS,124.932,1.0,7.275,4.944,0.4144
actuator-337,HTTPS,35.843,27.337,7.207,2.995,1.1079
actuator-337,HTTPS,69.938,21.382,1.602,2.085,0.685
actuator-337,HTTPS,108.555,29.476,3.994,10.183,0.0
actuator-337,HTTPS,105.394,20.491,3.94,10.085,0.7101
actuator-337,HTTPS,127.28,11.714,10.355,18.7,0.9037
actuator-337,HTTPS,121.545,16.89,11.633,11.396,1.0062
actuator-337,HTTPS,127.451,20.935,9.127,7.868,0.3869
camera-338,MQTT,1213.701,72.843,0.1,215.844,0.6241
camera-338,MQTT,149.987,108.533,0.1,77.239,0.1666
camera-338,MQTT,453.138,19.914,4.67,165.782,0.1601
camera-338,MQTT,1959.398,50.072,5.32,147.288,1.0396
camera-338,MQTT,1988.659,94.221,2.745,99.589,0.8792
gateway-339,CoAP,1131.755,80.863,11.602,53.324,0.3094
gateway-339,CoAP,823.22,37.411,9.1,31.19,0.0
gateway-339,CoAP,10.259,37.505,13.792,113.152,1.764
gateway-339,CoAP,886.662,1.0,0.1,94.264,1.7544
gateway-339,CoAP,780.32,29.414,10.365,1.349,1.9087
smart_meter-340,LoRaWAN,28.379,156.55,0.1,0.05,0.334
smart_meter-340,LoRaWAN,38.478,197.847,1.046,0.305,4.0927
smart_meter-340,LoRaWAN,26.639,146.301,2.12,0.938,2.8959
smart_meter-340,LoRaWAN,30.603,66.252,2.815,0.327,3.0762
smart_meter-340,LoRaWAN,34.991,116.304,1.913,0.303,0.1502
smart_meter-340,LoRaWAN,36.192,129.85,0.1,0.766,6.5849
smart_meter-340,LoRaWAN,28.46,141.854,2.274,0.328,2.5078
smart_meter-340,LoRaWAN,21.891,221.84,3.692,1.024,3.8702
smart_meter-340,LoRaWAN,27.281,217.004,3.328,1.012,1.7782
env_sensor-341,CoAP,87.029,22.733,3.424,8.846,0.4199
env_sensor-341,CoAP,55.707,25.496,0.1,4.395,1.9597
env_sensor-341,CoAP,74.301,29.477,2.27,2.827,1.7541
env_sensor-341,CoAP,72.996,40.214,2.151,3.618,2.2233
env_sensor-341,CoAP,51.281,16.91,2.038,3.754,2.0353
actuator-342,MQTT,121.145,29.217,4.641,14.073,0.0
actuator-342,MQTT,108.773,20.328,7.848,11.072,0.7073
actuator-342,MQTT,132.149,44.518,6.6,8.327,0.3662
actuator-342,MQTT,79.477,19.937,2.314,12.053,0.3578
actuator-342,MQTT,109.506,34.538,4.212,6.26,0.0
actuator-342,MQTT,123.561,19.881,1.759,7.201,1.7822
actuator-342,MQTT,146.324,22.706,4.635,2.756,0.9919
camera-343,HTTPS,646.869,95.301,0.1,181.288,0.1676
camera-343,HTTPS,949.714,48.332,4.973,74.143,0.2368
camera-343,HTTPS,2578.996,57.646,5.698,131.397,0.5772
camera-343,HTTPS,1246.241,88.744,6.367,168.492,0.8896
camera-343,HTTPS,433.847,100.647,4.205,283.885,1.451
camera-343,HTTPS,1361.164,55.098,7.379,83.382,1.0179
camera-343,HTTPS,1643.893,89.157,6.168,151.789,0.7337
camera-343,HTTPS,1948.21,68.42,6.984,161.895,0.8719
camera-343,HTTPS,1612.089,73.943,5.808,198.9,0.4218
camera-343,HTTPS,1229.189,62.07,0.1,70.071,0.0
gateway-344,CoAP,1136.692,52.237,9.669,0.05,0.7008
gateway-344,CoAP,914.785,10.172,16.262,41.101,0.2958
gateway-344,CoAP,355.291,68.933,7.299,71.881,0.5537
gateway-344,CoAP,692.226,58.871,14.585,70.931,2.2945
gateway-344,CoAP,8.0,46.642,2.966,96.128,2.136
gateway-344,CoAP,1378.087,1.0,8.857,72.294,2.4255
gateway-344,CoAP,8.0,34.103,9.501,28.293,1.5067
gateway-344,CoAP,8.0,31.22,13.803,8.818,1.455
gateway-344,CoAP,1316.032,49.297,6.031,139.154,0.0
smart_meter-345,LoRaWAN,26.539,215.273,1.991,0.532,6.9218
smart_meter-345,LoRaWAN,34.174,150.922,0.1,0.163,2.6664
smart_meter-345,LoRaWAN,18.136,298.34,5.08,0.283,1.9434
smart_meter-345,LoRaWAN,23.951,164.717,2.246,0.51,6.7318
